cancer_group,year,sex,count,icd_codes,lower_age,upper_age,datatype
Melanoma of the skin,1983.0,Females,33.0,C43,15,19,Incidence
Melanoma of the skin,1983.0,Females,99.0,C43,20,24,Incidence
Melanoma of the skin,1983.0,Females,161.0,C43,25,29,Incidence
Melanoma of the skin,1983.0,Females,188.0,C43,30,34,Incidence
Melanoma of the skin,1983.0,Females,190.0,C43,35,39,Incidence
Melanoma of the skin,1983.0,Females,173.0,C43,40,44,Incidence
Melanoma of the skin,1983.0,Females,171.0,C43,45,49,Incidence
Melanoma of the skin,1983.0,Females,149.0,C43,50,54,Incidence
Melanoma of the skin,1983.0,Females,172.0,C43,55,59,Incidence
Melanoma of the skin,1983.0,Females,151.0,C43,60,64,Incidence
Melanoma of the skin,1983.0,Females,173.0,C43,65,69,Incidence
Melanoma of the skin,1983.0,Females,132.0,C43,70,74,Incidence
